date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold,fiscal_year,quarter,month,year
2022-02-01,Kerala,4-Wheelers,327,14575,2022,Q4,2,2022
2022-02-01,Madhya Pradesh,4-Wheelers,22,11274,2022,Q4,2,2022
2022-02-01,Maharashtra,4-Wheelers,905,31805,2022,Q4,2,2022
2022-02-01,Odisha,4-Wheelers,27,5023,2022,Q4,2,2022
2022-02-01,Punjab,4-Wheelers,5,9464,2022,Q4,2,2022
2022-02-01,Rajasthan,4-Wheelers,116,14811,2022,Q4,2,2022
2022-02-01,Tamil Nadu,4-Wheelers,135,16711,2022,Q4,2,2022
2022-02-01,Uttar Pradesh,4-Wheelers,22,28479,2022,Q4,2,2022
2022-02-01,Uttarakhand,4-Wheelers,24,3820,2022,Q4,2,2022
2022-02-01,West Bengal,4-Wheelers,45,7395,2022,Q4,2,2022
2022-02-01,Andhra Pradesh,2-Wheelers,2284,52013,2022,Q4,2,2022
2022-02-01,Assam,2-Wheelers,108,25414,2022,Q4,2,2022
2022-02-01,Bihar,2-Wheelers,495,59758,2022,Q4,2,2022
2022-02-01,Chandigarh,2-Wheelers,22,1184,2022,Q4,2,2022
2022-02-01,Chhattisgarh,2-Wheelers,635,28508,2022,Q4,2,2022
2022-02-01,DNH and DD,2-Wheelers,4,817,2022,Q4,2,2022
2022-02-01,Delhi,2-Wheelers,2384,25413,2022,Q4,2,2022
2022-02-01,Goa,2-Wheelers,267,3248,2022,Q4,2,2022
2022-02-01,Gujarat,2-Wheelers,2613,68658,2022,Q4,2,2022
2022-02-01,Haryana,2-Wheelers,677,25667,2022,Q4,2,2022
2022-02-01,Himachal Pradesh,2-Wheelers,57,4041,2022,Q4,2,2022
2022-02-01,Jammu and Kashmir,2-Wheelers,101,4836,2022,Q4,2,2022
2022-02-01,Jharkhand,2-Wheelers,338,27174,2022,Q4,2,2022
2022-02-01,Karnataka,2-Wheelers,5593,75612,2022,Q4,2,2022
2022-02-01,Kerala,2-Wheelers,1737,41273,2022,Q4,2,2022
2022-02-01,Madhya Pradesh,2-Wheelers,974,69322,2022,Q4,2,2022
2022-02-01,Maharashtra,2-Wheelers,6871,116043,2022,Q4,2,2022
2022-02-01,Manipur,2-Wheelers,3,4773,2022,Q4,2,2022
2022-02-01,Odisha,2-Wheelers,1266,41856,2022,Q4,2,2022
2022-02-01,Puducherry,2-Wheelers,117,3410,2022,Q4,2,2022
2022-02-01,Punjab,2-Wheelers,296,24506,2022,Q4,2,2022
2022-02-01,Rajasthan,2-Wheelers,2563,56168,2022,Q4,2,2022
2022-02-01,Tamil Nadu,2-Wheelers,4506,108851,2022,Q4,2,2022
2022-02-01,Tripura,2-Wheelers,3,2705,2022,Q4,2,2022
2022-02-01,Uttar Pradesh,2-Wheelers,1202,163699,2022,Q4,2,2022
2022-02-01,Uttarakhand,2-Wheelers,223,9283,2022,Q4,2,2022
2022-02-01,West Bengal,2-Wheelers,383,56937,2022,Q4,2,2022
2022-03-01,Sikkim,2-Wheelers,0,460,2022,Q4,3,2022
2022-03-01,Sikkim,4-Wheelers,0,390,2022,Q4,3,2022
2022-03-01,Andaman & Nicobar Island,2-Wheelers,0,383,2022,Q4,3,2022
2022-03-01,Arunachal Pradesh,2-Wheelers,0,1111,2022,Q4,3,2022
2022-03-01,Arunachal Pradesh,4-Wheelers,0,679,2022,Q4,3,2022
2022-03-01,Ladakh,2-Wheelers,0,49,2022,Q4,3,2022
2022-03-01,Ladakh,4-Wheelers,0,49,2022,Q4,3,2022
2022-03-01,Manipur,4-Wheelers,0,717,2022,Q4,3,2022
2022-03-01,Meghalaya,2-Wheelers,0,1687,2022,Q4,3,2022
2022-03-01,Meghalaya,4-Wheelers,0,1104,2022,Q4,3,2022
2022-03-01,Mizoram,2-Wheelers,0,1848,2022,Q4,3,2022
2022-03-01,Mizoram,4-Wheelers,0,413,2022,Q4,3,2022
2022-03-01,Nagaland,2-Wheelers,0,541,2022,Q4,3,2022
2022-03-01,Nagaland,4-Wheelers,0,632,2022,Q4,3,2022
2022-03-01,Tripura,4-Wheelers,0,484,2022,Q4,3,2022
2022-03-01,DNH and DD,4-Wheelers,1,355,2022,Q4,3,2022
2022-03-01,Andaman & Nicobar Island,4-Wheelers,2,108,2022,Q4,3,2022
2022-03-01,Andhra Pradesh,4-Wheelers,55,7288,2022,Q4,3,2022
2022-03-01,Assam,4-Wheelers,2,7281,2022,Q4,3,2022
2022-03-01,Bihar,4-Wheelers,12,6694,2022,Q4,3,2022
2022-03-01,Chandigarh,4-Wheelers,14,2279,2022,Q4,3,2022
2022-03-01,Chhattisgarh,4-Wheelers,19,4200,2022,Q4,3,2022
2022-03-01,Delhi,4-Wheelers,220,13385,2022,Q4,3,2022
2022-03-01,Goa,4-Wheelers,91,1474,2022,Q4,3,2022
2022-03-01,Gujarat,4-Wheelers,249,26077,2022,Q4,3,2022
2022-03-01,Haryana,4-Wheelers,13,18621,2022,Q4,3,2022
2022-03-01,Himachal Pradesh,4-Wheelers,3,3371,2022,Q4,3,2022
2022-03-01,Jammu and Kashmir,4-Wheelers,4,4854,2022,Q4,3,2022
2022-03-01,Jharkhand,4-Wheelers,5,5062,2022,Q4,3,2022
2022-03-01,Karnataka,4-Wheelers,230,22167,2022,Q4,3,2022
2022-03-01,Kerala,4-Wheelers,331,16628,2022,Q4,3,2022
2022-03-01,Madhya Pradesh,4-Wheelers,35,11616,2022,Q4,3,2022
2022-03-01,Maharashtra,4-Wheelers,2060,39762,2022,Q4,3,2022
2022-03-01,Odisha,4-Wheelers,31,6098,2022,Q4,3,2022
2022-03-01,Puducherry,4-Wheelers,3,817,2022,Q4,3,2022
2022-03-01,Punjab,4-Wheelers,4,10836,2022,Q4,3,2022
2022-03-01,Rajasthan,4-Wheelers,89,13751,2022,Q4,3,2022
2022-03-01,Tamil Nadu,4-Wheelers,168,20604,2022,Q4,3,2022
2022-03-01,Uttar Pradesh,4-Wheelers,18,29324,2022,Q4,3,2022
2022-03-01,Uttarakhand,4-Wheelers,20,4026,2022,Q4,3,2022
2022-03-01,West Bengal,4-Wheelers,41,8539,2022,Q4,3,2022
2022-03-01,Andhra Pradesh,2-Wheelers,3169,51588,2022,Q4,3,2022
2022-03-01,Assam,2-Wheelers,179,29698,2022,Q4,3,2022
2022-03-01,Bihar,2-Wheelers,1328,85165,2022,Q4,3,2022
2022-03-01,Chandigarh,2-Wheelers,55,1883,2022,Q4,3,2022
2022-03-01,Chhattisgarh,2-Wheelers,959,31244,2022,Q4,3,2022
2022-03-01,DNH and DD,2-Wheelers,5,757,2022,Q4,3,2022
2022-03-01,Delhi,2-Wheelers,3491,28871,2022,Q4,3,2022
2022-03-01,Goa,2-Wheelers,235,4381,2022,Q4,3,2022
2022-03-01,Gujarat,2-Wheelers,4507,79333,2022,Q4,3,2022
2022-03-01,Haryana,2-Wheelers,1025,30295,2022,Q4,3,2022
2022-03-01,Himachal Pradesh,2-Wheelers,61,3565,2022,Q4,3,2022
2022-03-01,Jammu and Kashmir,2-Wheelers,227,5680,2022,Q4,3,2022
2022-03-01,Jharkhand,2-Wheelers,607,38435,2022,Q4,3,2022
2022-03-01,Karnataka,2-Wheelers,7288,91537,2022,Q4,3,2022
2022-03-01,Kerala,2-Wheelers,2880,50610,2022,Q4,3,2022
2022-03-01,Madhya Pradesh,2-Wheelers,1580,76256,2022,Q4,3,2022
2022-03-01,Maharashtra,2-Wheelers,9687,130070,2022,Q4,3,2022
2022-03-01,Manipur,2-Wheelers,2,3508,2022,Q4,3,2022
2022-03-01,Odisha,2-Wheelers,2363,47801,2022,Q4,3,2022
2022-03-01,Puducherry,2-Wheelers,181,3913,2022,Q4,3,2022
2022-03-01,Punjab,2-Wheelers,716,31497,2022,Q4,3,2022
2022-03-01,Rajasthan,2-Wheelers,3080,60106,2022,Q4,3,2022
2022-03-01,Tamil Nadu,2-Wheelers,7708,124272,2022,Q4,3,2022
2022-03-01,Tripura,2-Wheelers,18,3504,2022,Q4,3,2022
2022-03-01,Uttar Pradesh,2-Wheelers,1986,180927,2022,Q4,3,2022
2022-03-01,Uttarakhand,2-Wheelers,435,11692,2022,Q4,3,2022
2022-03-01,West Bengal,2-Wheelers,626,73783,2022,Q4,3,2022
2022-04-01,Sikkim,2-Wheelers,0,455,2023,Q1,4,2022
2022-04-01,Sikkim,4-Wheelers,0,380,2023,Q1,4,2022
2022-04-01,Andaman & Nicobar Island,2-Wheelers,0,407,2023,Q1,4,2022
2022-04-01,Arunachal Pradesh,2-Wheelers,0,1063,2023,Q1,4,2022
2022-04-01,Arunachal Pradesh,4-Wheelers,0,824,2023,Q1,4,2022
2022-04-01,Ladakh,2-Wheelers,0,351,2023,Q1,4,2022
2022-04-01,Ladakh,4-Wheelers,0,105,2023,Q1,4,2022
2022-04-01,Mizoram,2-Wheelers,0,1530,2023,Q1,4,2022
2022-04-01,Mizoram,4-Wheelers,0,323,2023,Q1,4,2022
2022-04-01,Nagaland,4-Wheelers,0,723,2023,Q1,4,2022
2022-04-01,Tripura,4-Wheelers,0,448,2023,Q1,4,2022
2022-04-01,Andaman & Nicobar Island,4-Wheelers,1,147,2023,Q1,4,2022
2022-04-01,DNH and DD,4-Wheelers,1,431,2023,Q1,4,2022
2022-04-01,Manipur,2-Wheelers,1,1246,2023,Q1,4,2022
2022-04-01,Manipur,4-Wheelers,1,813,2023,Q1,4,2022
2022-04-01,Meghalaya,4-Wheelers,1,860,2023,Q1,4,2022
2022-04-01,Andhra Pradesh,4-Wheelers,54,7195,2023,Q1,4,2022
2022-04-01,Assam,4-Wheelers,2,6354,2023,Q1,4,2022
2022-04-01,Bihar,4-Wheelers,8,5981,2023,Q1,4,2022
2022-04-01,Chandigarh,4-Wheelers,12,2167,2023,Q1,4,2022
2022-04-01,Chhattisgarh,4-Wheelers,20,4861,2023,Q1,4,2022
2022-04-01,Delhi,4-Wheelers,566,15811,2023,Q1,4,2022
2022-04-01,Goa,4-Wheelers,31,1390,2023,Q1,4,2022
2022-04-01,Gujarat,4-Wheelers,171,26534,2023,Q1,4,2022
2022-04-01,Haryana,4-Wheelers,11,16721,2023,Q1,4,2022
2022-04-01,Himachal Pradesh,4-Wheelers,4,3140,2023,Q1,4,2022
2022-04-01,Jammu and Kashmir,4-Wheelers,3,4468,2023,Q1,4,2022
2022-04-01,Jharkhand,4-Wheelers,9,4564,2023,Q1,4,2022
2022-04-01,Karnataka,4-Wheelers,311,24129,2023,Q1,4,2022
2022-04-01,Kerala,4-Wheelers,275,16142,2023,Q1,4,2022
2022-04-01,Madhya Pradesh,4-Wheelers,37,11896,2023,Q1,4,2022
2022-04-01,Maharashtra,4-Wheelers,354,32449,2023,Q1,4,2022
2022-04-01,Odisha,4-Wheelers,31,5448,2023,Q1,4,2022
2022-04-01,Puducherry,4-Wheelers,2,702,2023,Q1,4,2022
2022-04-01,Punjab,4-Wheelers,3,10147,2023,Q1,4,2022
2022-04-01,Rajasthan,4-Wheelers,87,15176,2023,Q1,4,2022
2022-04-01,Tamil Nadu,4-Wheelers,154,17499,2023,Q1,4,2022
2022-04-01,Uttar Pradesh,4-Wheelers,11,32173,2023,Q1,4,2022
2022-04-01,Uttarakhand,4-Wheelers,49,4116,2023,Q1,4,2022
2022-04-01,West Bengal,4-Wheelers,40,8560,2023,Q1,4,2022
2022-04-01,Andhra Pradesh,2-Wheelers,2745,56529,2023,Q1,4,2022
2022-04-01,Assam,2-Wheelers,168,26813,2023,Q1,4,2022
2022-04-01,Bihar,2-Wheelers,475,82418,2023,Q1,4,2022
2022-04-01,Chandigarh,2-Wheelers,63,1881,2023,Q1,4,2022
2022-04-01,Chhattisgarh,2-Wheelers,1397,30843,2023,Q1,4,2022
2022-04-01,DNH and DD,2-Wheelers,4,804,2023,Q1,4,2022
2022-04-01,Delhi,2-Wheelers,2832,32226,2023,Q1,4,2022
2022-04-01,Goa,2-Wheelers,377,3817,2023,Q1,4,2022
2022-04-01,Gujarat,2-Wheelers,6695,88648,2023,Q1,4,2022
2022-04-01,Haryana,2-Wheelers,1215,30558,2023,Q1,4,2022
2022-04-01,Himachal Pradesh,2-Wheelers,97,4637,2023,Q1,4,2022
2022-04-01,Jammu and Kashmir,2-Wheelers,125,8306,2023,Q1,4,2022
2022-04-01,Jharkhand,2-Wheelers,450,35590,2023,Q1,4,2022
2022-04-01,Karnataka,2-Wheelers,8814,100400,2023,Q1,4,2022
2022-04-01,Kerala,2-Wheelers,2908,41859,2023,Q1,4,2022
2022-04-01,Madhya Pradesh,2-Wheelers,1337,75144,2023,Q1,4,2022
2022-04-01,Maharashtra,2-Wheelers,7375,135969,2023,Q1,4,2022
2022-04-01,Meghalaya,2-Wheelers,5,1472,2023,Q1,4,2022
2022-04-01,Nagaland,2-Wheelers,2,444,2023,Q1,4,2022
2022-04-01,Odisha,2-Wheelers,2261,44330,2023,Q1,4,2022
2022-04-01,Puducherry,2-Wheelers,82,3044,2023,Q1,4,2022
2022-04-01,Punjab,2-Wheelers,817,29934,2023,Q1,4,2022
2022-04-01,Rajasthan,2-Wheelers,3771,70039,2023,Q1,4,2022
2022-04-01,Tamil Nadu,2-Wheelers,5425,106643,2023,Q1,4,2022
2022-04-01,Tripura,2-Wheelers,20,2797,2023,Q1,4,2022
2022-04-01,Uttar Pradesh,2-Wheelers,2397,225079,2023,Q1,4,2022
2022-04-01,Uttarakhand,2-Wheelers,602,12989,2023,Q1,4,2022
2022-04-01,West Bengal,2-Wheelers,815,68909,2023,Q1,4,2022
2022-05-01,Sikkim,2-Wheelers,0,461,2023,Q1,5,2022
2022-05-01,Sikkim,4-Wheelers,0,421,2023,Q1,5,2022
2022-05-01,Andaman & Nicobar Island,2-Wheelers,0,358,2023,Q1,5,2022
2022-05-01,Andaman & Nicobar Island,4-Wheelers,0,110,2023,Q1,5,2022
2022-05-01,Arunachal Pradesh,2-Wheelers,0,1241,2023,Q1,5,2022
2022-05-01,Arunachal Pradesh,4-Wheelers,0,965,2023,Q1,5,2022
2022-05-01,Ladakh,2-Wheelers,0,419,2023,Q1,5,2022
2022-05-01,Ladakh,4-Wheelers,0,322,2023,Q1,5,2022
2022-05-01,Manipur,4-Wheelers,0,644,2023,Q1,5,2022
2022-05-01,Meghalaya,2-Wheelers,0,1780,2023,Q1,5,2022
2022-05-01,Mizoram,4-Wheelers,0,397,2023,Q1,5,2022
2022-05-01,Nagaland,4-Wheelers,0,630,2023,Q1,5,2022
2022-05-01,Tripura,4-Wheelers,0,359,2023,Q1,5,2022
2022-05-01,DNH and DD,4-Wheelers,1,374,2023,Q1,5,2022
2022-05-01,Mizoram,2-Wheelers,1,1638,2023,Q1,5,2022
2022-05-01,Nagaland,2-Wheelers,1,514,2023,Q1,5,2022
2022-05-01,Andhra Pradesh,4-Wheelers,59,6927,2023,Q1,5,2022
2022-05-01,Assam,4-Wheelers,7,6761,2023,Q1,5,2022
2022-05-01,Bihar,4-Wheelers,12,6495,2023,Q1,5,2022
2022-05-01,Chandigarh,4-Wheelers,20,2248,2023,Q1,5,2022
2022-05-01,Chhattisgarh,4-Wheelers,24,4397,2023,Q1,5,2022
2022-05-01,Delhi,4-Wheelers,750,15194,2023,Q1,5,2022
2022-05-01,Goa,4-Wheelers,51,1360,2023,Q1,5,2022
2022-05-01,Gujarat,4-Wheelers,163,23174,2023,Q1,5,2022
2022-05-01,Haryana,4-Wheelers,31,18343,2023,Q1,5,2022
2022-05-01,Himachal Pradesh,4-Wheelers,3,3778,2023,Q1,5,2022
2022-05-01,Jammu and Kashmir,4-Wheelers,2,4775,2023,Q1,5,2022
2022-05-01,Jharkhand,4-Wheelers,3,4306,2023,Q1,5,2022
2022-05-01,Karnataka,4-Wheelers,241,20924,2023,Q1,5,2022
2022-05-01,Kerala,4-Wheelers,258,15706,2023,Q1,5,2022
2022-05-01,Madhya Pradesh,4-Wheelers,43,14017,2023,Q1,5,2022
2022-05-01,Maharashtra,4-Wheelers,794,34222,2023,Q1,5,2022
2022-05-01,Meghalaya,4-Wheelers,3,1051,2023,Q1,5,2022
2022-05-01,Odisha,4-Wheelers,40,5583,2023,Q1,5,2022
2022-05-01,Puducherry,4-Wheelers,2,726,2023,Q1,5,2022
2022-05-01,Punjab,4-Wheelers,2,9843,2023,Q1,5,2022
2022-05-01,Rajasthan,4-Wheelers,124,17047,2023,Q1,5,2022
2022-05-01,Tamil Nadu,4-Wheelers,202,19368,2023,Q1,5,2022
2022-05-01,Uttar Pradesh,4-Wheelers,26,30695,2023,Q1,5,2022
2022-05-01,Uttarakhand,4-Wheelers,22,3948,2023,Q1,5,2022
2022-05-01,West Bengal,4-Wheelers,76,8341,2023,Q1,5,2022
2022-05-01,Andhra Pradesh,2-Wheelers,1615,48041,2023,Q1,5,2022
2022-05-01,Assam,2-Wheelers,112,28739,2023,Q1,5,2022
2022-05-01,Bihar,2-Wheelers,458,113034,2023,Q1,5,2022
2022-05-01,Chandigarh,2-Wheelers,44,1797,2023,Q1,5,2022
2022-05-01,Chhattisgarh,2-Wheelers,834,28821,2023,Q1,5,2022
2022-05-01,DNH and DD,2-Wheelers,6,790,2023,Q1,5,2022
2022-05-01,Delhi,2-Wheelers,1760,28897,2023,Q1,5,2022
2022-05-01,Goa,2-Wheelers,453,3338,2023,Q1,5,2022
2022-05-01,Gujarat,2-Wheelers,4408,68621,2023,Q1,5,2022
2022-05-01,Haryana,2-Wheelers,1178,32009,2023,Q1,5,2022
2022-05-01,Himachal Pradesh,2-Wheelers,73,5131,2023,Q1,5,2022
2022-05-01,Jammu and Kashmir,2-Wheelers,124,9505,2023,Q1,5,2022
2022-05-01,Jharkhand,2-Wheelers,431,39317,2023,Q1,5,2022
2022-05-01,Karnataka,2-Wheelers,5947,84301,2023,Q1,5,2022
2022-05-01,Kerala,2-Wheelers,2373,40514,2023,Q1,5,2022
2022-05-01,Madhya Pradesh,2-Wheelers,1310,94602,2023,Q1,5,2022
2022-05-01,Maharashtra,2-Wheelers,8914,123203,2023,Q1,5,2022
2022-05-01,Manipur,2-Wheelers,2,2443,2023,Q1,5,2022
2022-05-01,Odisha,2-Wheelers,1714,38324,2023,Q1,5,2022
2022-05-01,Puducherry,2-Wheelers,65,3122,2023,Q1,5,2022
2022-05-01,Punjab,2-Wheelers,493,30377,2023,Q1,5,2022
2022-05-01,Rajasthan,2-Wheelers,3701,73803,2023,Q1,5,2022
2022-05-01,Tamil Nadu,2-Wheelers,3628,102565,2023,Q1,5,2022
2022-05-01,Tripura,2-Wheelers,14,2768,2023,Q1,5,2022
2022-05-01,Uttar Pradesh,2-Wheelers,1695,273962,2023,Q1,5,2022
2022-05-01,Uttarakhand,2-Wheelers,377,12930,2023,Q1,5,2022
2022-05-01,West Bengal,2-Wheelers,683,68721,2023,Q1,5,2022
2022-06-01,Sikkim,2-Wheelers,0,429,2023,Q1,6,2022
2022-06-01,Sikkim,4-Wheelers,0,446,2023,Q1,6,2022
2022-06-01,Andaman & Nicobar Island,2-Wheelers,0,423,2023,Q1,6,2022
2022-06-01,Andaman & Nicobar Island,4-Wheelers,0,115,2023,Q1,6,2022
2022-06-01,Arunachal Pradesh,2-Wheelers,0,1253,2023,Q1,6,2022
2022-06-01,Arunachal Pradesh,4-Wheelers,0,1021,2023,Q1,6,2022
2022-06-01,Ladakh,4-Wheelers,0,310,2023,Q1,6,2022
2022-06-01,Manipur,4-Wheelers,0,1029,2023,Q1,6,2022
2022-06-01,Mizoram,4-Wheelers,0,373,2023,Q1,6,2022
2022-06-01,Nagaland,2-Wheelers,0,594,2023,Q1,6,2022
2022-06-01,Nagaland,4-Wheelers,0,735,2023,Q1,6,2022
2022-06-01,Tripura,4-Wheelers,0,354,2023,Q1,6,2022
2022-06-01,DNH and DD,2-Wheelers,1,767,2023,Q1,6,2022
2022-06-01,Meghalaya,4-Wheelers,1,1087,2023,Q1,6,2022
2022-06-01,Andhra Pradesh,4-Wheelers,47,6652,2023,Q1,6,2022
2022-06-01,Assam,4-Wheelers,9,5825,2023,Q1,6,2022
2022-06-01,Bihar,4-Wheelers,16,5543,2023,Q1,6,2022
2022-06-01,Chandigarh,4-Wheelers,19,1993,2023,Q1,6,2022
2022-06-01,Chhattisgarh,4-Wheelers,32,3933,2023,Q1,6,2022
2022-06-01,DNH and DD,4-Wheelers,4,369,2023,Q1,6,2022
2022-06-01,Delhi,4-Wheelers,267,14908,2023,Q1,6,2022
2022-06-01,Goa,4-Wheelers,74,1342,2023,Q1,6,2022
2022-06-01,Gujarat,4-Wheelers,337,26192,2023,Q1,6,2022
2022-06-01,Haryana,4-Wheelers,26,17365,2023,Q1,6,2022
2022-06-01,Himachal Pradesh,4-Wheelers,2,3457,2023,Q1,6,2022
2022-06-01,Jammu and Kashmir,4-Wheelers,4,4239,2023,Q1,6,2022
2022-06-01,Jharkhand,4-Wheelers,19,4097,2023,Q1,6,2022
2022-06-01,Karnataka,4-Wheelers,359,22817,2023,Q1,6,2022
2022-06-01,Kerala,4-Wheelers,345,16486,2023,Q1,6,2022
2022-06-01,Madhya Pradesh,4-Wheelers,42,12480,2023,Q1,6,2022
2022-06-01,Maharashtra,4-Wheelers,1082,35587,2023,Q1,6,2022
2022-06-01,Odisha,4-Wheelers,32,5778,2023,Q1,6,2022
2022-06-01,Puducherry,4-Wheelers,9,808,2023,Q1,6,2022
2022-06-01,Punjab,4-Wheelers,3,9388,2023,Q1,6,2022
2022-06-01,Rajasthan,4-Wheelers,136,13559,2023,Q1,6,2022
2022-06-01,Tamil Nadu,4-Wheelers,199,20592,2023,Q1,6,2022
2022-06-01,Uttar Pradesh,4-Wheelers,17,27820,2023,Q1,6,2022
2022-06-01,Uttarakhand,4-Wheelers,38,3959,2023,Q1,6,2022
2022-06-01,West Bengal,4-Wheelers,91,8407,2023,Q1,6,2022
2022-06-01,Andhra Pradesh,2-Wheelers,1733,37538,2023,Q1,6,2022
2022-06-01,Assam,2-Wheelers,101,21695,2023,Q1,6,2022
2022-06-01,Bihar,2-Wheelers,716,79768,2023,Q1,6,2022
2022-06-01,Chandigarh,2-Wheelers,63,1808,2023,Q1,6,2022
2022-06-01,Chhattisgarh,2-Wheelers,1038,28027,2023,Q1,6,2022
2022-06-01,Delhi,2-Wheelers,2755,27696,2023,Q1,6,2022
2022-06-01,Goa,2-Wheelers,365,3042,2023,Q1,6,2022
2022-06-01,Gujarat,2-Wheelers,5322,83549,2023,Q1,6,2022
2022-06-01,Haryana,2-Wheelers,966,30435,2023,Q1,6,2022
2022-06-01,Himachal Pradesh,2-Wheelers,104,5610,2023,Q1,6,2022
2022-06-01,Jammu and Kashmir,2-Wheelers,159,8064,2023,Q1,6,2022
2022-06-01,Jharkhand,2-Wheelers,461,32650,2023,Q1,6,2022
2022-06-01,Karnataka,2-Wheelers,6800,91707,2023,Q1,6,2022
2022-06-01,Kerala,2-Wheelers,2568,44015,2023,Q1,6,2022
2022-06-01,Ladakh,2-Wheelers,14,590,2023,Q1,6,2022
2022-06-01,Madhya Pradesh,2-Wheelers,1434,83413,2023,Q1,6,2022
2022-06-01,Maharashtra,2-Wheelers,7880,115725,2023,Q1,6,2022
2022-06-01,Manipur,2-Wheelers,13,3391,2023,Q1,6,2022
2022-06-01,Meghalaya,2-Wheelers,2,1291,2023,Q1,6,2022
2022-06-01,Mizoram,2-Wheelers,2,1750,2023,Q1,6,2022
2022-06-01,Odisha,2-Wheelers,1693,39143,2023,Q1,6,2022
2022-06-01,Puducherry,2-Wheelers,85,3331,2023,Q1,6,2022
2022-06-01,Punjab,2-Wheelers,514,28256,2023,Q1,6,2022
2022-06-01,Rajasthan,2-Wheelers,3427,58281,2023,Q1,6,2022
2022-06-01,Tamil Nadu,2-Wheelers,3749,110740,2023,Q1,6,2022
2022-06-01,Tripura,2-Wheelers,21,2761,2023,Q1,6,2022
2022-06-01,Uttar Pradesh,2-Wheelers,1361,198411,2023,Q1,6,2022
2022-06-01,Uttarakhand,2-Wheelers,374,13121,2023,Q1,6,2022
2022-06-01,West Bengal,2-Wheelers,660,67878,2023,Q1,6,2022
2022-07-01,Sikkim,2-Wheelers,0,409,2023,Q2,7,2022
2022-07-01,Sikkim,4-Wheelers,0,439,2023,Q2,7,2022
2022-07-01,Andaman & Nicobar Island,2-Wheelers,0,385,2023,Q2,7,2022
2022-07-01,Andaman & Nicobar Island,4-Wheelers,0,127,2023,Q2,7,2022
2022-07-01,Arunachal Pradesh,2-Wheelers,0,1181,2023,Q2,7,2022
2022-07-01,DNH and DD,4-Wheelers,0,344,2023,Q2,7,2022
2022-07-01,Ladakh,2-Wheelers,0,314,2023,Q2,7,2022
2022-07-01,Manipur,4-Wheelers,0,775,2023,Q2,7,2022
2022-07-01,Mizoram,4-Wheelers,0,319,2023,Q2,7,2022
2022-07-01,Nagaland,2-Wheelers,0,505,2023,Q2,7,2022
2022-07-01,Nagaland,4-Wheelers,0,591,2023,Q2,7,2022
2022-07-01,Tripura,4-Wheelers,0,402,2023,Q2,7,2022
2022-07-01,Arunachal Pradesh,4-Wheelers,1,947,2023,Q2,7,2022
2022-07-01,Ladakh,4-Wheelers,1,285,2023,Q2,7,2022
2022-07-01,Mizoram,2-Wheelers,1,1427,2023,Q2,7,2022
2022-07-01,Andhra Pradesh,4-Wheelers,63,6757,2023,Q2,7,2022
2022-07-01,Assam,4-Wheelers,11,6769,2023,Q2,7,2022
2022-07-01,Bihar,4-Wheelers,10,5215,2023,Q2,7,2022
2022-07-01,Chandigarh,4-Wheelers,21,2709,2023,Q2,7,2022
2022-07-01,Chhattisgarh,4-Wheelers,29,4394,2023,Q2,7,2022
2022-07-01,Delhi,4-Wheelers,438,16056,2023,Q2,7,2022
2022-07-01,Goa,4-Wheelers,107,1545,2023,Q2,7,2022
2022-07-01,Gujarat,4-Wheelers,308,24735,2023,Q2,7,2022
2022-07-01,Haryana,4-Wheelers,135,17539,2023,Q2,7,2022
2022-07-01,Himachal Pradesh,4-Wheelers,6,3618,2023,Q2,7,2022
2022-07-01,Jammu and Kashmir,4-Wheelers,9,4577,2023,Q2,7,2022
2022-07-01,Jharkhand,4-Wheelers,7,4187,2023,Q2,7,2022
2022-07-01,Karnataka,4-Wheelers,358,19322,2023,Q2,7,2022
2022-07-01,Kerala,4-Wheelers,292,14993,2023,Q2,7,2022
2022-07-01,Madhya Pradesh,4-Wheelers,45,11437,2023,Q2,7,2022
2022-07-01,Maharashtra,4-Wheelers,1098,35100,2023,Q2,7,2022
2022-07-01,Meghalaya,4-Wheelers,2,1053,2023,Q2,7,2022
2022-07-01,Odisha,4-Wheelers,29,5336,2023,Q2,7,2022
2022-07-01,Puducherry,4-Wheelers,5,681,2023,Q2,7,2022
2022-07-01,Punjab,4-Wheelers,7,9415,2023,Q2,7,2022
2022-07-01,Rajasthan,4-Wheelers,102,12817,2023,Q2,7,2022
2022-07-01,Tamil Nadu,4-Wheelers,176,17830,2023,Q2,7,2022
2022-07-01,Uttar Pradesh,4-Wheelers,19,27276,2023,Q2,7,2022
2022-07-01,Uttarakhand,4-Wheelers,34,3820,2023,Q2,7,2022
2022-07-01,West Bengal,4-Wheelers,93,8312,2023,Q2,7,2022
2022-07-01,Andhra Pradesh,2-Wheelers,1921,42632,2023,Q2,7,2022
2022-07-01,Assam,2-Wheelers,120,26803,2023,Q2,7,2022
2022-07-01,Bihar,2-Wheelers,638,62773,2023,Q2,7,2022
2022-07-01,Chandigarh,2-Wheelers,58,2086,2023,Q2,7,2022
2022-07-01,Chhattisgarh,2-Wheelers,1309,26466,2023,Q2,7,2022
2022-07-01,DNH and DD,2-Wheelers,9,735,2023,Q2,7,2022
2022-07-01,Delhi,2-Wheelers,2658,30654,2023,Q2,7,2022
2022-07-01,Goa,2-Wheelers,579,2801,2023,Q2,7,2022
