date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold,fiscal_year,quarter,month,year
2021-09-01,Meghalaya,4-Wheelers,0,905,2022,Q2,9,2021
2021-09-01,Mizoram,2-Wheelers,0,1465,2022,Q2,9,2021
2021-09-01,Mizoram,4-Wheelers,0,264,2022,Q2,9,2021
2021-09-01,Nagaland,4-Wheelers,0,681,2022,Q2,9,2021
2021-09-01,Tripura,2-Wheelers,0,2736,2022,Q2,9,2021
2021-09-01,Tripura,4-Wheelers,0,403,2022,Q2,9,2021
2021-09-01,DNH and DD,2-Wheelers,1,666,2022,Q2,9,2021
2021-09-01,Himachal Pradesh,4-Wheelers,1,3379,2022,Q2,9,2021
2021-09-01,Jammu and Kashmir,4-Wheelers,1,3773,2022,Q2,9,2021
2021-09-01,Nagaland,2-Wheelers,1,578,2022,Q2,9,2021
2021-09-01,Andhra Pradesh,4-Wheelers,39,7952,2022,Q2,9,2021
2021-09-01,Bihar,4-Wheelers,4,4339,2022,Q2,9,2021
2021-09-01,Chandigarh,4-Wheelers,20,1607,2022,Q2,9,2021
2021-09-01,Chhattisgarh,4-Wheelers,12,3650,2022,Q2,9,2021
2021-09-01,Delhi,4-Wheelers,265,9181,2022,Q2,9,2021
2021-09-01,Goa,4-Wheelers,34,1277,2022,Q2,9,2021
2021-09-01,Gujarat,4-Wheelers,131,24797,2022,Q2,9,2021
2021-09-01,Haryana,4-Wheelers,7,14879,2022,Q2,9,2021
2021-09-01,Jharkhand,4-Wheelers,12,3892,2022,Q2,9,2021
2021-09-01,Karnataka,4-Wheelers,227,21407,2022,Q2,9,2021
2021-09-01,Kerala,4-Wheelers,164,22063,2022,Q2,9,2021
2021-09-01,Madhya Pradesh,4-Wheelers,23,11756,2022,Q2,9,2021
2021-09-01,Maharashtra,4-Wheelers,148,27900,2022,Q2,9,2021
2021-09-01,Odisha,4-Wheelers,2,4865,2022,Q2,9,2021
2021-09-01,Puducherry,4-Wheelers,2,640,2022,Q2,9,2021
2021-09-01,Punjab,4-Wheelers,3,7521,2022,Q2,9,2021
2021-09-01,Rajasthan,4-Wheelers,69,11035,2022,Q2,9,2021
2021-09-01,Tamil Nadu,4-Wheelers,107,18823,2022,Q2,9,2021
2021-09-01,Uttar Pradesh,4-Wheelers,4,23510,2022,Q2,9,2021
2021-09-01,Uttarakhand,4-Wheelers,10,3171,2022,Q2,9,2021
2021-09-01,West Bengal,4-Wheelers,34,9437,2022,Q2,9,2021
2021-09-01,Andhra Pradesh,2-Wheelers,766,51764,2022,Q2,9,2021
2021-09-01,Assam,2-Wheelers,38,24438,2022,Q2,9,2021
2021-09-01,Bihar,2-Wheelers,475,48021,2022,Q2,9,2021
2021-09-01,Chandigarh,2-Wheelers,25,1162,2022,Q2,9,2021
2021-09-01,Chhattisgarh,2-Wheelers,244,24790,2022,Q2,9,2021
2021-09-01,Delhi,2-Wheelers,809,17347,2022,Q2,9,2021
2021-09-01,Goa,2-Wheelers,87,3081,2022,Q2,9,2021
2021-09-01,Gujarat,2-Wheelers,959,71820,2022,Q2,9,2021
2021-09-01,Haryana,2-Wheelers,691,32590,2022,Q2,9,2021
2021-09-01,Himachal Pradesh,2-Wheelers,33,4975,2022,Q2,9,2021
2021-09-01,Jammu and Kashmir,2-Wheelers,157,7354,2022,Q2,9,2021
2021-09-01,Jharkhand,2-Wheelers,149,24528,2022,Q2,9,2021
2021-09-01,Karnataka,2-Wheelers,3539,80292,2022,Q2,9,2021
2021-09-01,Kerala,2-Wheelers,789,48245,2022,Q2,9,2021
2021-09-01,Madhya Pradesh,2-Wheelers,590,65166,2022,Q2,9,2021
2021-09-01,Maharashtra,2-Wheelers,2166,92351,2022,Q2,9,2021
2021-09-01,Odisha,2-Wheelers,490,28355,2022,Q2,9,2021
2021-09-01,Puducherry,2-Wheelers,48,3211,2022,Q2,9,2021
2021-09-01,Punjab,2-Wheelers,487,24819,2022,Q2,9,2021
2021-09-01,Rajasthan,2-Wheelers,1625,48502,2022,Q2,9,2021
2021-09-01,Tamil Nadu,2-Wheelers,2880,108477,2022,Q2,9,2021
2021-09-01,Uttar Pradesh,2-Wheelers,730,132962,2022,Q2,9,2021
2021-09-01,Uttarakhand,2-Wheelers,169,9926,2022,Q2,9,2021
2021-09-01,West Bengal,2-Wheelers,84,65430,2022,Q2,9,2021
2021-10-01,Sikkim,2-Wheelers,0,455,2022,Q3,10,2021
2021-10-01,Sikkim,4-Wheelers,0,345,2022,Q3,10,2021
2021-10-01,Andaman & Nicobar Island,2-Wheelers,0,360,2022,Q3,10,2021
2021-10-01,Arunachal Pradesh,2-Wheelers,0,1109,2022,Q3,10,2021
2021-10-01,Arunachal Pradesh,4-Wheelers,0,570,2022,Q3,10,2021
2021-10-01,Assam,4-Wheelers,0,5877,2022,Q3,10,2021
2021-10-01,Ladakh,4-Wheelers,0,289,2022,Q3,10,2021
2021-10-01,Manipur,4-Wheelers,0,916,2022,Q3,10,2021
2021-10-01,Meghalaya,2-Wheelers,0,1414,2022,Q3,10,2021
2021-10-01,Meghalaya,4-Wheelers,0,722,2022,Q3,10,2021
2021-10-01,Mizoram,2-Wheelers,0,1886,2022,Q3,10,2021
2021-10-01,Mizoram,4-Wheelers,0,283,2022,Q3,10,2021
2021-10-01,Nagaland,2-Wheelers,0,650,2022,Q3,10,2021
2021-10-01,Nagaland,4-Wheelers,0,567,2022,Q3,10,2021
2021-10-01,Puducherry,4-Wheelers,0,609,2022,Q3,10,2021
2021-10-01,Tripura,2-Wheelers,0,3015,2022,Q3,10,2021
2021-10-01,Tripura,4-Wheelers,0,366,2022,Q3,10,2021
2021-10-01,Andaman & Nicobar Island,4-Wheelers,1,70,2022,Q3,10,2021
2021-10-01,DNH and DD,2-Wheelers,1,628,2022,Q3,10,2021
2021-10-01,DNH and DD,4-Wheelers,1,333,2022,Q3,10,2021
2021-10-01,Himachal Pradesh,4-Wheelers,1,3201,2022,Q3,10,2021
2021-10-01,Andhra Pradesh,4-Wheelers,37,7366,2022,Q3,10,2021
2021-10-01,Bihar,4-Wheelers,7,5838,2022,Q3,10,2021
2021-10-01,Chandigarh,4-Wheelers,12,1816,2022,Q3,10,2021
2021-10-01,Chhattisgarh,4-Wheelers,11,5255,2022,Q3,10,2021
2021-10-01,Delhi,4-Wheelers,253,12876,2022,Q3,10,2021
2021-10-01,Goa,4-Wheelers,28,1165,2022,Q3,10,2021
2021-10-01,Gujarat,4-Wheelers,104,23184,2022,Q3,10,2021
2021-10-01,Haryana,4-Wheelers,8,11634,2022,Q3,10,2021
2021-10-01,Jammu and Kashmir,4-Wheelers,2,4205,2022,Q3,10,2021
2021-10-01,Jharkhand,4-Wheelers,5,4806,2022,Q3,10,2021
2021-10-01,Karnataka,4-Wheelers,163,18505,2022,Q3,10,2021
2021-10-01,Kerala,4-Wheelers,158,14562,2022,Q3,10,2021
2021-10-01,Madhya Pradesh,4-Wheelers,20,9554,2022,Q3,10,2021
2021-10-01,Maharashtra,4-Wheelers,298,33771,2022,Q3,10,2021
2021-10-01,Odisha,4-Wheelers,2,5830,2022,Q3,10,2021
2021-10-01,Punjab,4-Wheelers,5,8523,2022,Q3,10,2021
2021-10-01,Rajasthan,4-Wheelers,86,12823,2022,Q3,10,2021
2021-10-01,Tamil Nadu,4-Wheelers,119,14796,2022,Q3,10,2021
2021-10-01,Uttar Pradesh,4-Wheelers,10,23095,2022,Q3,10,2021
2021-10-01,Uttarakhand,4-Wheelers,13,3523,2022,Q3,10,2021
2021-10-01,West Bengal,4-Wheelers,33,7120,2022,Q3,10,2021
2021-10-01,Andhra Pradesh,2-Wheelers,993,88110,2022,Q3,10,2021
2021-10-01,Assam,2-Wheelers,28,32155,2022,Q3,10,2021
2021-10-01,Bihar,2-Wheelers,470,50679,2022,Q3,10,2021
2021-10-01,Chandigarh,2-Wheelers,18,1792,2022,Q3,10,2021
2021-10-01,Chhattisgarh,2-Wheelers,301,33464,2022,Q3,10,2021
2021-10-01,Delhi,2-Wheelers,995,26087,2022,Q3,10,2021
2021-10-01,Goa,2-Wheelers,163,3914,2022,Q3,10,2021
2021-10-01,Gujarat,2-Wheelers,1460,84700,2022,Q3,10,2021
2021-10-01,Haryana,2-Wheelers,505,26891,2022,Q3,10,2021
2021-10-01,Himachal Pradesh,2-Wheelers,29,4651,2022,Q3,10,2021
2021-10-01,Jammu and Kashmir,2-Wheelers,199,8601,2022,Q3,10,2021
2021-10-01,Jharkhand,2-Wheelers,253,28877,2022,Q3,10,2021
2021-10-01,Karnataka,2-Wheelers,3709,76401,2022,Q3,10,2021
2021-10-01,Kerala,2-Wheelers,833,42377,2022,Q3,10,2021
2021-10-01,Ladakh,2-Wheelers,6,18,2022,Q3,10,2021
2021-10-01,Madhya Pradesh,2-Wheelers,545,52075,2022,Q3,10,2021
2021-10-01,Maharashtra,2-Wheelers,3554,131332,2022,Q3,10,2021
2021-10-01,Manipur,2-Wheelers,6,2098,2022,Q3,10,2021
2021-10-01,Odisha,2-Wheelers,948,52708,2022,Q3,10,2021
2021-10-01,Puducherry,2-Wheelers,31,2839,2022,Q3,10,2021
2021-10-01,Punjab,2-Wheelers,416,29940,2022,Q3,10,2021
2021-10-01,Rajasthan,2-Wheelers,1602,65626,2022,Q3,10,2021
2021-10-01,Tamil Nadu,2-Wheelers,2530,85674,2022,Q3,10,2021
2021-10-01,Uttar Pradesh,2-Wheelers,1022,129924,2022,Q3,10,2021
2021-10-01,Uttarakhand,2-Wheelers,129,12826,2022,Q3,10,2021
2021-10-01,West Bengal,2-Wheelers,67,53475,2022,Q3,10,2021
2021-11-01,Sikkim,2-Wheelers,0,478,2022,Q3,11,2021
2021-11-01,Sikkim,4-Wheelers,0,351,2022,Q3,11,2021
2021-11-01,Andaman & Nicobar Island,2-Wheelers,0,413,2022,Q3,11,2021
2021-11-01,Andaman & Nicobar Island,4-Wheelers,0,125,2022,Q3,11,2021
2021-11-01,Arunachal Pradesh,2-Wheelers,0,1262,2022,Q3,11,2021
2021-11-01,Arunachal Pradesh,4-Wheelers,0,646,2022,Q3,11,2021
2021-11-01,Assam,4-Wheelers,0,5618,2022,Q3,11,2021
2021-11-01,DNH and DD,4-Wheelers,0,330,2022,Q3,11,2021
2021-11-01,Himachal Pradesh,4-Wheelers,0,4496,2022,Q3,11,2021
2021-11-01,Jammu and Kashmir,4-Wheelers,0,4709,2022,Q3,11,2021
2021-11-01,Ladakh,2-Wheelers,0,28,2022,Q3,11,2021
2021-11-01,Ladakh,4-Wheelers,0,287,2022,Q3,11,2021
2021-11-01,Manipur,4-Wheelers,0,875,2022,Q3,11,2021
2021-11-01,Meghalaya,2-Wheelers,0,1442,2022,Q3,11,2021
2021-11-01,Meghalaya,4-Wheelers,0,806,2022,Q3,11,2021
2021-11-01,Mizoram,2-Wheelers,0,1820,2022,Q3,11,2021
2021-11-01,Mizoram,4-Wheelers,0,328,2022,Q3,11,2021
2021-11-01,Nagaland,2-Wheelers,0,592,2022,Q3,11,2021
2021-11-01,Nagaland,4-Wheelers,0,692,2022,Q3,11,2021
2021-11-01,Tripura,2-Wheelers,0,3843,2022,Q3,11,2021
2021-11-01,Tripura,4-Wheelers,0,326,2022,Q3,11,2021
2021-11-01,DNH and DD,2-Wheelers,1,938,2022,Q3,11,2021
2021-11-01,Puducherry,4-Wheelers,1,532,2022,Q3,11,2021
2021-11-01,Andhra Pradesh,4-Wheelers,34,7374,2022,Q3,11,2021
2021-11-01,Bihar,4-Wheelers,11,6992,2022,Q3,11,2021
2021-11-01,Chandigarh,4-Wheelers,16,1919,2022,Q3,11,2021
2021-11-01,Chhattisgarh,4-Wheelers,14,4824,2022,Q3,11,2021
2021-11-01,Delhi,4-Wheelers,185,11782,2022,Q3,11,2021
2021-11-01,Goa,4-Wheelers,20,1293,2022,Q3,11,2021
2021-11-01,Gujarat,4-Wheelers,121,22396,2022,Q3,11,2021
2021-11-01,Haryana,4-Wheelers,13,16035,2022,Q3,11,2021
2021-11-01,Jharkhand,4-Wheelers,8,5320,2022,Q3,11,2021
2021-11-01,Karnataka,4-Wheelers,153,17247,2022,Q3,11,2021
2021-11-01,Kerala,4-Wheelers,214,15244,2022,Q3,11,2021
2021-11-01,Madhya Pradesh,4-Wheelers,31,12871,2022,Q3,11,2021
2021-11-01,Maharashtra,4-Wheelers,515,28322,2022,Q3,11,2021
2021-11-01,Odisha,4-Wheelers,18,5095,2022,Q3,11,2021
2021-11-01,Punjab,4-Wheelers,3,9015,2022,Q3,11,2021
2021-11-01,Rajasthan,4-Wheelers,79,16115,2022,Q3,11,2021
2021-11-01,Tamil Nadu,4-Wheelers,108,15533,2022,Q3,11,2021
2021-11-01,Uttar Pradesh,4-Wheelers,10,29608,2022,Q3,11,2021
2021-11-01,Uttarakhand,4-Wheelers,12,3954,2022,Q3,11,2021
2021-11-01,West Bengal,4-Wheelers,59,8836,2022,Q3,11,2021
2021-11-01,Andhra Pradesh,2-Wheelers,1114,64835,2022,Q3,11,2021
2021-11-01,Assam,2-Wheelers,120,29586,2022,Q3,11,2021
2021-11-01,Bihar,2-Wheelers,604,107209,2022,Q3,11,2021
2021-11-01,Chandigarh,2-Wheelers,79,2083,2022,Q3,11,2021
2021-11-01,Chhattisgarh,2-Wheelers,509,63099,2022,Q3,11,2021
2021-11-01,Delhi,2-Wheelers,1269,37710,2022,Q3,11,2021
2021-11-01,Goa,2-Wheelers,178,4104,2022,Q3,11,2021
2021-11-01,Gujarat,2-Wheelers,1569,110759,2022,Q3,11,2021
2021-11-01,Haryana,2-Wheelers,871,43957,2022,Q3,11,2021
2021-11-01,Himachal Pradesh,2-Wheelers,61,7398,2022,Q3,11,2021
2021-11-01,Jammu and Kashmir,2-Wheelers,64,8083,2022,Q3,11,2021
2021-11-01,Jharkhand,2-Wheelers,370,51355,2022,Q3,11,2021
2021-11-01,Karnataka,2-Wheelers,3430,74444,2022,Q3,11,2021
2021-11-01,Kerala,2-Wheelers,948,43718,2022,Q3,11,2021
2021-11-01,Madhya Pradesh,2-Wheelers,940,99568,2022,Q3,11,2021
2021-11-01,Maharashtra,2-Wheelers,3684,168326,2022,Q3,11,2021
2021-11-01,Manipur,2-Wheelers,3,2490,2022,Q3,11,2021
2021-11-01,Odisha,2-Wheelers,843,41128,2022,Q3,11,2021
2021-11-01,Puducherry,2-Wheelers,47,2889,2022,Q3,11,2021
2021-11-01,Punjab,2-Wheelers,803,46549,2022,Q3,11,2021
2021-11-01,Rajasthan,2-Wheelers,2265,141368,2022,Q3,11,2021
2021-11-01,Tamil Nadu,2-Wheelers,2844,111203,2022,Q3,11,2021
2021-11-01,Uttar Pradesh,2-Wheelers,1347,225370,2022,Q3,11,2021
2021-11-01,Uttarakhand,2-Wheelers,262,20977,2022,Q3,11,2021
2021-11-01,West Bengal,2-Wheelers,309,79819,2022,Q3,11,2021
2021-12-01,Sikkim,2-Wheelers,0,454,2022,Q3,12,2021
2021-12-01,Sikkim,4-Wheelers,0,394,2022,Q3,12,2021
2021-12-01,Andaman & Nicobar Island,2-Wheelers,0,376,2022,Q3,12,2021
2021-12-01,Arunachal Pradesh,2-Wheelers,0,1036,2022,Q3,12,2021
2021-12-01,Arunachal Pradesh,4-Wheelers,0,709,2022,Q3,12,2021
2021-12-01,Jammu and Kashmir,4-Wheelers,0,5306,2022,Q3,12,2021
2021-12-01,Ladakh,2-Wheelers,0,15,2022,Q3,12,2021
2021-12-01,Ladakh,4-Wheelers,0,167,2022,Q3,12,2021
2021-12-01,Manipur,4-Wheelers,0,849,2022,Q3,12,2021
2021-12-01,Meghalaya,2-Wheelers,0,1101,2022,Q3,12,2021
2021-12-01,Meghalaya,4-Wheelers,0,888,2022,Q3,12,2021
2021-12-01,Mizoram,2-Wheelers,0,1740,2022,Q3,12,2021
2021-12-01,Mizoram,4-Wheelers,0,376,2022,Q3,12,2021
2021-12-01,Nagaland,2-Wheelers,0,353,2022,Q3,12,2021
2021-12-01,Nagaland,4-Wheelers,0,540,2022,Q3,12,2021
2021-12-01,Tripura,4-Wheelers,0,352,2022,Q3,12,2021
2021-12-01,Andaman & Nicobar Island,4-Wheelers,1,122,2022,Q3,12,2021
2021-12-01,DNH and DD,4-Wheelers,1,336,2022,Q3,12,2021
2021-12-01,Himachal Pradesh,4-Wheelers,1,4105,2022,Q3,12,2021
2021-12-01,Tripura,2-Wheelers,1,3579,2022,Q3,12,2021
2021-12-01,Andhra Pradesh,4-Wheelers,31,6314,2022,Q3,12,2021
2021-12-01,Assam,4-Wheelers,3,6737,2022,Q3,12,2021
2021-12-01,Bihar,4-Wheelers,7,5031,2022,Q3,12,2021
2021-12-01,Chandigarh,4-Wheelers,12,1985,2022,Q3,12,2021
2021-12-01,Chhattisgarh,4-Wheelers,5,3651,2022,Q3,12,2021
2021-12-01,Delhi,4-Wheelers,277,12633,2022,Q3,12,2021
2021-12-01,Goa,4-Wheelers,19,1306,2022,Q3,12,2021
2021-12-01,Gujarat,4-Wheelers,163,24277,2022,Q3,12,2021
2021-12-01,Haryana,4-Wheelers,11,16015,2022,Q3,12,2021
2021-12-01,Jharkhand,4-Wheelers,3,4258,2022,Q3,12,2021
2021-12-01,Karnataka,4-Wheelers,153,16243,2022,Q3,12,2021
2021-12-01,Kerala,4-Wheelers,186,16994,2022,Q3,12,2021
2021-12-01,Madhya Pradesh,4-Wheelers,30,11820,2022,Q3,12,2021
2021-12-01,Maharashtra,4-Wheelers,1392,29346,2022,Q3,12,2021
2021-12-01,Odisha,4-Wheelers,20,4634,2022,Q3,12,2021
2021-12-01,Puducherry,4-Wheelers,2,608,2022,Q3,12,2021
2021-12-01,Punjab,4-Wheelers,6,10624,2022,Q3,12,2021
2021-12-01,Rajasthan,4-Wheelers,73,12739,2022,Q3,12,2021
2021-12-01,Tamil Nadu,4-Wheelers,121,17001,2022,Q3,12,2021
2021-12-01,Uttar Pradesh,4-Wheelers,21,33774,2022,Q3,12,2021
2021-12-01,Uttarakhand,4-Wheelers,38,4270,2022,Q3,12,2021
2021-12-01,West Bengal,4-Wheelers,39,8452,2022,Q3,12,2021
2021-12-01,Andhra Pradesh,2-Wheelers,985,42446,2022,Q3,12,2021
2021-12-01,Assam,2-Wheelers,93,28392,2022,Q3,12,2021
2021-12-01,Bihar,2-Wheelers,467,63454,2022,Q3,12,2021
2021-12-01,Chandigarh,2-Wheelers,30,1252,2022,Q3,12,2021
2021-12-01,Chhattisgarh,2-Wheelers,500,24772,2022,Q3,12,2021
2021-12-01,DNH and DD,2-Wheelers,4,1100,2022,Q3,12,2021
2021-12-01,Delhi,2-Wheelers,1258,18687,2022,Q3,12,2021
2021-12-01,Goa,2-Wheelers,153,3468,2022,Q3,12,2021
2021-12-01,Gujarat,2-Wheelers,2111,92992,2022,Q3,12,2021
2021-12-01,Haryana,2-Wheelers,670,40694,2022,Q3,12,2021
2021-12-01,Himachal Pradesh,2-Wheelers,73,6044,2022,Q3,12,2021
2021-12-01,Jammu and Kashmir,2-Wheelers,110,4076,2022,Q3,12,2021
2021-12-01,Jharkhand,2-Wheelers,293,26077,2022,Q3,12,2021
2021-12-01,Karnataka,2-Wheelers,4381,83147,2022,Q3,12,2021
2021-12-01,Kerala,2-Wheelers,1107,43996,2022,Q3,12,2021
2021-12-01,Madhya Pradesh,2-Wheelers,901,110877,2022,Q3,12,2021
2021-12-01,Maharashtra,2-Wheelers,4775,134502,2022,Q3,12,2021
2021-12-01,Manipur,2-Wheelers,4,3649,2022,Q3,12,2021
2021-12-01,Odisha,2-Wheelers,939,26693,2022,Q3,12,2021
2021-12-01,Puducherry,2-Wheelers,81,2589,2022,Q3,12,2021
2021-12-01,Punjab,2-Wheelers,450,35287,2022,Q3,12,2021
2021-12-01,Rajasthan,2-Wheelers,2119,61061,2022,Q3,12,2021
2021-12-01,Tamil Nadu,2-Wheelers,3236,83485,2022,Q3,12,2021
2021-12-01,Uttar Pradesh,2-Wheelers,1371,268713,2022,Q3,12,2021
2021-12-01,Uttarakhand,2-Wheelers,229,12632,2022,Q3,12,2021
2021-12-01,West Bengal,2-Wheelers,285,73989,2022,Q3,12,2021
2022-01-01,Sikkim,2-Wheelers,0,400,2022,Q4,1,2022
2022-01-01,Sikkim,4-Wheelers,0,270,2022,Q4,1,2022
2022-01-01,Andaman & Nicobar Island,2-Wheelers,0,336,2022,Q4,1,2022
2022-01-01,Andaman & Nicobar Island,4-Wheelers,0,90,2022,Q4,1,2022
2022-01-01,Arunachal Pradesh,2-Wheelers,0,950,2022,Q4,1,2022
2022-01-01,Arunachal Pradesh,4-Wheelers,0,766,2022,Q4,1,2022
2022-01-01,Assam,4-Wheelers,0,5550,2022,Q4,1,2022
2022-01-01,DNH and DD,4-Wheelers,0,358,2022,Q4,1,2022
2022-01-01,Jammu and Kashmir,4-Wheelers,0,3963,2022,Q4,1,2022
2022-01-01,Ladakh,4-Wheelers,0,150,2022,Q4,1,2022
2022-01-01,Manipur,4-Wheelers,0,687,2022,Q4,1,2022
2022-01-01,Meghalaya,2-Wheelers,0,1112,2022,Q4,1,2022
2022-01-01,Meghalaya,4-Wheelers,0,1063,2022,Q4,1,2022
2022-01-01,Mizoram,2-Wheelers,0,1387,2022,Q4,1,2022
2022-01-01,Mizoram,4-Wheelers,0,311,2022,Q4,1,2022
2022-01-01,Nagaland,2-Wheelers,0,410,2022,Q4,1,2022
2022-01-01,Nagaland,4-Wheelers,0,722,2022,Q4,1,2022
2022-01-01,Puducherry,4-Wheelers,0,758,2022,Q4,1,2022
2022-01-01,Tripura,4-Wheelers,0,394,2022,Q4,1,2022
2022-01-01,Andhra Pradesh,4-Wheelers,29,8418,2022,Q4,1,2022
2022-01-01,Bihar,4-Wheelers,10,5538,2022,Q4,1,2022
2022-01-01,Chandigarh,4-Wheelers,7,1519,2022,Q4,1,2022
2022-01-01,Chhattisgarh,4-Wheelers,11,4667,2022,Q4,1,2022
2022-01-01,Delhi,4-Wheelers,282,13659,2022,Q4,1,2022
2022-01-01,Goa,4-Wheelers,26,1185,2022,Q4,1,2022
2022-01-01,Gujarat,4-Wheelers,97,21963,2022,Q4,1,2022
2022-01-01,Haryana,4-Wheelers,26,17633,2022,Q4,1,2022
2022-01-01,Himachal Pradesh,4-Wheelers,3,3090,2022,Q4,1,2022
2022-01-01,Jharkhand,4-Wheelers,5,4345,2022,Q4,1,2022
2022-01-01,Karnataka,4-Wheelers,209,21967,2022,Q4,1,2022
2022-01-01,Kerala,4-Wheelers,212,17441,2022,Q4,1,2022
2022-01-01,Madhya Pradesh,4-Wheelers,25,11325,2022,Q4,1,2022
2022-01-01,Maharashtra,4-Wheelers,263,35772,2022,Q4,1,2022
2022-01-01,Odisha,4-Wheelers,27,5876,2022,Q4,1,2022
2022-01-01,Punjab,4-Wheelers,7,9792,2022,Q4,1,2022
2022-01-01,Rajasthan,4-Wheelers,92,13658,2022,Q4,1,2022
2022-01-01,Tamil Nadu,4-Wheelers,121,20494,2022,Q4,1,2022
2022-01-01,Uttar Pradesh,4-Wheelers,14,32561,2022,Q4,1,2022
2022-01-01,Uttarakhand,4-Wheelers,30,4241,2022,Q4,1,2022
2022-01-01,West Bengal,4-Wheelers,54,7968,2022,Q4,1,2022
2022-01-01,Andhra Pradesh,2-Wheelers,1671,59712,2022,Q4,1,2022
2022-01-01,Assam,2-Wheelers,92,26097,2022,Q4,1,2022
2022-01-01,Bihar,2-Wheelers,409,51380,2022,Q4,1,2022
2022-01-01,Chandigarh,2-Wheelers,19,1291,2022,Q4,1,2022
2022-01-01,Chhattisgarh,2-Wheelers,595,31989,2022,Q4,1,2022
2022-01-01,DNH and DD,2-Wheelers,6,758,2022,Q4,1,2022
2022-01-01,Delhi,2-Wheelers,1762,24615,2022,Q4,1,2022
2022-01-01,Goa,2-Wheelers,194,3015,2022,Q4,1,2022
2022-01-01,Gujarat,2-Wheelers,2191,58107,2022,Q4,1,2022
2022-01-01,Haryana,2-Wheelers,597,28339,2022,Q4,1,2022
2022-01-01,Himachal Pradesh,2-Wheelers,22,3490,2022,Q4,1,2022
2022-01-01,Jammu and Kashmir,2-Wheelers,76,3561,2022,Q4,1,2022
2022-01-01,Jharkhand,2-Wheelers,240,24613,2022,Q4,1,2022
2022-01-01,Karnataka,2-Wheelers,4386,74134,2022,Q4,1,2022
2022-01-01,Kerala,2-Wheelers,1399,45699,2022,Q4,1,2022
2022-01-01,Ladakh,2-Wheelers,6,20,2022,Q4,1,2022
2022-01-01,Madhya Pradesh,2-Wheelers,862,75043,2022,Q4,1,2022
2022-01-01,Maharashtra,2-Wheelers,5138,136937,2022,Q4,1,2022
2022-01-01,Manipur,2-Wheelers,5,3660,2022,Q4,1,2022
2022-01-01,Odisha,2-Wheelers,1333,45749,2022,Q4,1,2022
2022-01-01,Puducherry,2-Wheelers,94,4044,2022,Q4,1,2022
2022-01-01,Punjab,2-Wheelers,552,28295,2022,Q4,1,2022
2022-01-01,Rajasthan,2-Wheelers,2359,50153,2022,Q4,1,2022
2022-01-01,Tamil Nadu,2-Wheelers,4233,124399,2022,Q4,1,2022
2022-01-01,Tripura,2-Wheelers,5,3043,2022,Q4,1,2022
2022-01-01,Uttar Pradesh,2-Wheelers,1322,168934,2022,Q4,1,2022
2022-01-01,Uttarakhand,2-Wheelers,184,10413,2022,Q4,1,2022
2022-01-01,West Bengal,2-Wheelers,370,61071,2022,Q4,1,2022
2022-02-01,Sikkim,2-Wheelers,0,384,2022,Q4,2,2022
2022-02-01,Sikkim,4-Wheelers,0,371,2022,Q4,2,2022
2022-02-01,Andaman & Nicobar Island,2-Wheelers,0,388,2022,Q4,2,2022
2022-02-01,Andaman & Nicobar Island,4-Wheelers,0,112,2022,Q4,2,2022
2022-02-01,Arunachal Pradesh,2-Wheelers,0,858,2022,Q4,2,2022
2022-02-01,Arunachal Pradesh,4-Wheelers,0,671,2022,Q4,2,2022
2022-02-01,Ladakh,2-Wheelers,0,15,2022,Q4,2,2022
2022-02-01,Ladakh,4-Wheelers,0,44,2022,Q4,2,2022
2022-02-01,Manipur,4-Wheelers,0,834,2022,Q4,2,2022
2022-02-01,Meghalaya,2-Wheelers,0,1145,2022,Q4,2,2022
2022-02-01,Mizoram,2-Wheelers,0,1599,2022,Q4,2,2022
2022-02-01,Mizoram,4-Wheelers,0,354,2022,Q4,2,2022
2022-02-01,Nagaland,2-Wheelers,0,504,2022,Q4,2,2022
2022-02-01,Nagaland,4-Wheelers,0,773,2022,Q4,2,2022
2022-02-01,Puducherry,4-Wheelers,0,622,2022,Q4,2,2022
2022-02-01,Tripura,4-Wheelers,0,340,2022,Q4,2,2022
2022-02-01,DNH and DD,4-Wheelers,1,354,2022,Q4,2,2022
2022-02-01,Meghalaya,4-Wheelers,1,917,2022,Q4,2,2022
2022-02-01,Andhra Pradesh,4-Wheelers,43,6361,2022,Q4,2,2022
2022-02-01,Assam,4-Wheelers,3,6152,2022,Q4,2,2022
2022-02-01,Bihar,4-Wheelers,8,5658,2022,Q4,2,2022
2022-02-01,Chandigarh,4-Wheelers,11,1941,2022,Q4,2,2022
2022-02-01,Chhattisgarh,4-Wheelers,20,3922,2022,Q4,2,2022
2022-02-01,Delhi,4-Wheelers,298,12608,2022,Q4,2,2022
2022-02-01,Goa,4-Wheelers,62,1160,2022,Q4,2,2022
2022-02-01,Gujarat,4-Wheelers,128,24012,2022,Q4,2,2022
2022-02-01,Haryana,4-Wheelers,28,16353,2022,Q4,2,2022
2022-02-01,Himachal Pradesh,4-Wheelers,5,3616,2022,Q4,2,2022
2022-02-01,Jammu and Kashmir,4-Wheelers,7,4679,2022,Q4,2,2022
2022-02-01,Jharkhand,4-Wheelers,4,4335,2022,Q4,2,2022
2022-02-01,Karnataka,4-Wheelers,202,17561,2022,Q4,2,2022
